City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed,Date_readable
Rawson,12,AR,1548734020,27,-43.3,-65.11,76.5,9.42,2019-01-29
Fojnica,75,BA,1548730800,100,43.96,17.9,33.8,6.93,2019-01-29
Belaya Gora,48,RU,1548734021,0,68.54,146.19,-35.11,3.94,2019-01-29
Shirokiy,88,RU,1548734021,94,53.87,39.17,25.11,6.51,2019-01-29
Iracoubo,92,GF,1548734021,95,5.48,-53.21,75.06,5.17,2019-01-29
Grootfontein,0,NA,1548730800,93,-19.56,18.1,60.8,5.39,2019-01-29
Pulgaon,0,IN,1548734022,51,20.73,78.32,52.69,10.98,2019-01-29
Praia da Vitoria,75,PT,1548730800,87,38.73,-27.07,55.4,6.96,2019-01-29
Canavieiras,76,BR,1548734022,88,-15.68,-38.95,79.06,5.5,2019-01-29
Tobolsk,20,RU,1548734023,61,58.2,68.25,-2.35,8.08,2019-01-29
San Antero,0,CO,1548734023,86,9.38,-75.76,77.89,9.53,2019-01-29
Belyy,80,RU,1548734023,90,55.83,32.94,19.89,10.65,2019-01-29
Tessalit,0,ML,1548734023,36,20.2,1.01,44.28,8.86,2019-01-29
Sahuaripa,36,MX,1548734024,76,29.05,-109.23,48.51,0.25,2019-01-29
Tulun,48,RU,1548734024,45,54.56,100.58,-1.9,7.18,2019-01-29
Mahajanga,40,MG,1548730800,94,-15.72,46.32,73.4,6.93,2019-01-29
Alekseyevsk,32,RU,1548734024,40,57.84,108.35,-5.23,7.63,2019-01-29
Khash,92,IR,1548734024,92,28.22,61.21,46.44,2.93,2019-01-29
Kamenka,88,RU,1548734025,91,53.19,44.05,12.24,5.17,2019-01-29
Jinka,80,ET,1548734025,78,5.79,36.57,60.39,1.59,2019-01-29
San Policarpo,8,PH,1548734025,87,12.18,125.51,79.38,15.23,2019-01-29
Tazovskiy,44,RU,1548734025,43,67.47,78.7,-27.23,13.67,2019-01-29
